DATE,Colorado,Puerto_Libre,21230120,23060260,23065120,23060200,23060190
12/30/2003,,,0,0,0,0,0
12/31/2003,,,0,0,0,0,0
1/1/2004,,1.315,,0,0,0,0
1/2/2004,,1.3,,0,0,0,0
1/3/2004,1.65,1.3,,0,0,0,0
1/4/2004,1.65,1,,0,0,0,12.2
1/5/2004,,,,70,0,18.6,36.5
1/6/2004,,,,27.6,16,32,0
1/7/2004,2.02,,,14.9,1,9.5,9.5
1/8/2004,,,,10,2.3,10,2.5
1/9/2004,2.54,,,4.6,4.3,9,0.3
1/10/2004,,,,51.6,0.1,20,0
1/11/2004,3.08,,,7.6,26,20,0
1/12/2004,2.74,2.14,,0,2.3,6.2,0
1/13/2004,2.195,,,0,0,0,0
1/14/2004,2.09,,,0,0.1,0,0
1/15/2004,2.13,,,0,0,0,0
1/16/2004,2,,,13.9,0.1,0,0
1/17/2004,2.285,2.12,,0,2,0,10.6
1/18/2004,1.95,,,0,0,0,0
1/19/2004,1.875,,,0,0,0,0
1/20/2004,1.885,,,0,40.7,57.3,0
1/21/2004,2.095,,,7.4,7,14.4,0
1/22/2004,2.035,,,0,0,0,0
1/23/2004,1.95,1.74,,0,0,0,0
1/24/2004,1.885,,,0,0,0,0
1/25/2004,1.865,,,0,0,0,0
1/26/2004,1.795,,,0,0,0,0
1/27/2004,1.765,1.47,,0,0,0,0
1/28/2004,1.695,,,0,0,0,0
1/29/2004,1.695,,,0,0,0,0
1/30/2004,1.675,,,0,0,0,0
1/31/2004,1.67,,,0,0,0,0
2/1/2004,1.665,,,0,0,0,0
2/2/2004,1.64,,,0,0,0,0
2/3/2004,1.645,,,0,0,0,0
2/4/2004,1.59,,,0,0,0,0
2/5/2004,1.575,,,0,0,0,2.3
2/6/2004,1.65,,,4.2,0,0,0
2/7/2004,1.575,,,5,1,0,0
2/8/2004,1.565,,,0,3,0,0
2/9/2004,1.625,,,3.1,0.5,0,0
2/10/2004,1.585,,,28.2,0,0,0
2/11/2004,1.585,,,0,0,0,0
2/12/2004,1.63,,,18.2,0,0,0
2/13/2004,1.585,,,0,0,0,0
2/14/2004,1.64,,,0.9,0,0,0
2/15/2004,1.785,,,0,0,0,0
2/16/2004,1.635,1.41,,16.6,0,0,0
2/17/2004,1.45,1.34,,9.6,0,0,5
2/18/2004,1.775,1.52,,22.5,0,8,0
2/19/2004,2.15,1.33,,11.5,17,60,0
2/20/2004,2.1,1.74,,0,5,0,0
2/21/2004,1.775,1.4,,6,1.5,0,0
2/22/2004,1.965,1.305,,1.9,2.5,0,0
2/23/2004,1.885,1.61,,6.8,15,10,11
2/24/2004,1.825,1.385,,4,2,9,0
2/25/2004,1.75,1.33,,0,3,0,0
2/26/2004,1.995,1.41,,4.2,3.6,0,0
2/27/2004,1.745,1.35,,13.5,1.1,0,4.5
2/28/2004,1.795,1.205,,3.6,0,0,0
2/29/2004,1.71,1.275,,0,4,0,3.2
3/1/2004,2.84,1.72,0,4.3,0,0,0
3/2/2004,,1.31,0,0,0,0,0
3/3/2004,1.7,1.445,0,0,1.4,0,0
3/4/2004,,1.495,0,41,0,0,36
3/5/2004,1.885,1.3,0,49.4,51,0,59.5
3/6/2004,2.36,1.94,0,0,19,0,0
3/7/2004,1.855,1.575,0,0,65,0,0
3/8/2004,1.84,1.445,0,0,0,0,0
3/9/2004,1.74,1.435,0,0,0,0,0
3/10/2004,1.71,1.445,0,0,1,0,0
3/11/2004,1.74,1.5,0,0,1,0,0
3/12/2004,1.665,1.415,0,0,0,0,0
3/13/2004,1.625,1.385,0,0,0,0,0
3/14/2004,1.585,1.385,0,0,0,0,0
3/15/2004,1.685,1.4,0,0,0,0,0
3/16/2004,1.85,1.445,0,0,0,0,0
3/17/2004,1.675,1.44,0,0,0,0,0
3/18/2004,1.65,1.3,0,0,0,0,0
3/19/2004,1.68,,0,0,0,0,0
3/20/2004,,,0,12,0,0,0
3/21/2004,1.54,,0,30,0,36.7,0
3/22/2004,,,8.7,14,1,10,81
3/23/2004,,1.38,0,0,1,10.1,0
3/24/2004,1.57,,60.5,0,0,10,9
3/25/2004,,1.48,71.5,21,30,10.4,10
3/26/2004,,,2.4,4.3,3,10,0
3/27/2004,,,0,8.6,7,20,0
3/28/2004,,,2.7,0,0,2.5,0
3/29/2004,,,0,0,0,0,0
3/30/2004,,,11,0,0,0,0
3/31/2004,,,12.5,3.5,0,0.3,26.5
4/1/2004,2.08,1.73,11.6,27.6,12,2,6.5
4/2/2004,,,12.5,11.2,9,0,0
4/3/2004,,1.87,0,4.7,1,0,0
4/4/2004,,,0,0,0,0,22
4/5/2004,,,0,0,0,0,0
4/6/2004,,,0,0,0,0,0
4/7/2004,,,16.3,0,0,0,0
4/8/2004,,,43.3,0,0,0,0
4/9/2004,,1.48,10.7,0,0,0,0
4/10/2004,,1.73,0,11.2,21,0,0
4/11/2004,,1.74,0,0,2,5,0
4/12/2004,,,0,9.1,1.6,2,0
4/13/2004,,,26,0,0,10,27.8
4/14/2004,3.7,,0,0,18.5,10,18.7
4/15/2004,2.1,2.47,6.7,3.9,2,10,0
4/16/2004,,1.95,27,30,23,17.5,0
4/17/2004,,,0,69,7.2,16.5,32
4/18/2004,,2.245,0,0,0,0,0
4/19/2004,,,1.5,0,0,11.6,0
4/20/2004,,,69.1,14.1,0.2,20,0
4/21/2004,,,15,13,12,10,19
4/22/2004,,,0.9,31,15,10,21
4/23/2004,3.72,,20.5,14,10,10,38
4/24/2004,,2.78,0,0,17,10,6.7
4/25/2004,,2.84,0,38.8,7.1,9.7,22
4/26/2004,,2.305,20,28.5,3.5,10,21
4/27/2004,2.56,,0,0,2,11.7,0
4/28/2004,,,0,0,0,0,6.3
4/29/2004,,,0,0,0,0,0
4/30/2004,2.42,,27,0,0,20,12.5
5/1/2004,2.2,2.25,0,15,9.5,0,20.6
5/2/2004,,,4.5,22,18,30,37.5
5/3/2004,,2.48,0,0,8.5,0,2.8
5/4/2004,,2.975,2,0,4.4,0,0
5/5/2004,2.8,2.99,0,0,4.5,0,0
5/6/2004,,,0,5.6,1.5,0,0
5/7/2004,,2.82,0,0,0.1,5.7,0
5/8/2004,2.275,,0,0,0.1,0,0
5/9/2004,2.265,2.105,1,1.5,2.2,0,0
5/10/2004,2.185,,0,0,1,0,0
5/11/2004,2.13,,0,0,0,0,0
5/12/2004,2.02,,0,0,0,0,0
5/13/2004,2.05,1.96,0,0,0,0,0
5/14/2004,1.985,,0,0,0,0,0
5/15/2004,1.955,2.08,13,0,0,0,0
5/16/2004,1.87,,0,68.1,0,3,0
5/17/2004,2.925,1.82,39,0.7,0.1,7,16
5/18/2004,2.11,,1,25.9,0.5,5,64.5
5/19/2004,3.89,,1.3,6.4,26,5,0
5/20/2004,2.595,2.7,0,10.5,0.3,9.7,0
5/21/2004,3.43,2.445,7,6.9,22,3.7,0
5/22/2004,3.335,3.35,8.5,60,3.8,5,0
5/23/2004,2.54,,0,0,0.2,1,6.7
5/24/2004,2.65,,0,3.8,0,4,0
5/25/2004,2.595,1.71,18.5,0,0,3,0
5/26/2004,2.495,1.54,0,0,0.9,7,0
5/27/2004,2.445,,0,0,0,8,0
5/28/2004,2.375,,12,7.2,4.3,2,0
5/29/2004,2.3,1.37,0,0,0.7,0,0
5/30/2004,2.33,1.63,0,0,0.4,0,0
5/31/2004,2.48,2.14,0,0,0,0,0
6/1/2004,2.09,1.46,0,0,0.3,0,11
6/2/2004,2.065,1.46,0,2.5,0,0,0
6/3/2004,2.07,,0,0,0,0,0
6/4/2004,1.94,1.905,0,0,0,0,0
6/5/2004,1.945,1.975,9,0,0.1,0,0
6/6/2004,2.02,2.555,0,0,3.4,5,30.5
6/7/2004,2.15,,0,0,0,0,0
6/8/2004,1.885,1.95,0,0,0,0,0
6/9/2004,1.875,1.88,0,0,0,0,0
6/10/2004,1.81,,0,0,0,0,0
6/11/2004,1.785,,0,0,0,0,0
6/12/2004,1.765,,0,0,0,0,0
6/13/2004,1.77,,0,0,0,0,0
6/14/2004,1.695,,0,0,0.1,0,0
6/15/2004,1.685,,0,0,0.1,0,0
6/16/2004,1.69,,0,0,0.5,0,0
6/17/2004,1.675,,0,0,0,0,0
6/18/2004,1.675,1.38,0.9,0,0.3,0,0
6/19/2004,1.665,1.36,0,0,0.2,0,0
6/20/2004,1.645,,0,0,0,0,0
6/21/2004,1.67,1.44,0,0,0,0,0
6/22/2004,1.635,,0,0,0,0,0
6/23/2004,1.605,,1,0,0,0,0
6/24/2004,1.58,,0,0,0,0,0
6/25/2004,1.555,,0,0,0,0,0
6/26/2004,1.58,,0,0,0,0,0
6/27/2004,1.555,1.42,0,0,0.4,0,0
6/28/2004,1.55,,0,0,0,0,0
6/29/2004,1.575,,0,0,0,0,0
6/30/2004,1.53,,0,0,0,0,0
7/1/2004,1.545,,0,0,2.1,0,0
7/2/2004,1.51,1.41,1,15.1,0,2.8,0
7/3/2004,1.58,,0,0,0,0,0
7/4/2004,1.73,,0,0,0,0,0
7/5/2004,1.59,,0,0,0,0,0
7/6/2004,1.565,,0,2.6,0,0.6,0
7/7/2004,1.56,1.3,26.4,0,0,20,0
7/8/2004,1.565,1.59,0,7.6,16,40,8.6
7/9/2004,1.755,1.51,0,0,0,0,0
7/10/2004,1.64,2.39,0,0,0,0,0
7/11/2004,1.57,,0,1.9,0.1,4,0
7/12/2004,1.665,,1.2,1.6,0,0,0
7/13/2004,1.64,2.42,0,1.6,0.6,0.8,0
7/14/2004,1.685,1.84,0,0,0,0,2
7/15/2004,1.88,,0,0,0.9,2,0
7/16/2004,1.595,1.74,0,0,0,0,0
7/17/2004,1.57,,0,0,0,0,0
7/18/2004,1.575,,0,0,0,0,0
7/19/2004,1.54,,0,0,0,0,0
7/20/2004,1.495,,0,0,1.8,0,0
7/21/2004,1.77,1.44,0,0,0.2,0,0
7/22/2004,1.53,2.145,0,0,1,0,0
7/23/2004,1.545,,0,0,0,0,0
7/24/2004,1.59,,12,3.7,0,0,0
7/25/2004,1.52,,0,0,0,0,0
7/26/2004,1.49,,0,0,2.3,0,0
7/27/2004,1.49,1.69,9,0,0,0,0
7/28/2004,1.525,,4.7,11,15,2.4,0
7/29/2004,1.58,1.62,0,4.3,0,6,0
7/30/2004,1.97,,0,1.5,0.3,0,0
7/31/2004,1.58,,0,0,0.5,0,0
8/1/2004,1.51,1.36,0,0,0,0,0
8/2/2004,1.49,1.205,0,0,1.1,0,0
8/3/2004,1.465,1.195,1.6,0,0,0,0
8/4/2004,1.47,1.16,0,0,0,0,0
8/5/2004,1.475,1.15,0,0,0,0,0
8/6/2004,1.47,1.11,0,0,0,0,1.8
8/7/2004,1.475,,0,0,0,0,0
8/8/2004,1.43,,0,0,0,0,0
8/9/2004,1.385,,0,0,0,0,0
8/10/2004,1.385,,0,0,0.7,0,0
8/11/2004,1.37,,0,0,0,0,0
8/12/2004,1.365,,0,0,0,0,0
8/13/2004,1.37,,0,0,0,0,0
8/14/2004,1.35,,0,0,0,0,0
8/15/2004,1.345,,0,0,0,0,0
8/16/2004,1.36,,0,0,0,0,0
8/17/2004,1.37,,0,0,0,0,0
8/18/2004,1.365,,0,0,0,0,0
8/19/2004,1.345,,0,0,0,0,0
8/20/2004,1.31,,0,0,0,0,0
8/21/2004,1.35,,0,0,0.4,0,0
8/22/2004,1.39,,0,0,0,0,0
8/23/2004,1.365,,0,0,0,0,0
8/24/2004,1.33,,0,0,0.2,2.5,1.5
8/25/2004,1.365,,0,0,0,0,0
8/26/2004,1.42,,0,0,0,0,0
8/27/2004,1.35,,5,13.7,0,0,20.5
8/28/2004,1.38,1.475,0,0,0,0,0
8/29/2004,1.46,1.565,0,0,0.7,0,0
8/30/2004,1.435,1.18,0,0,0,0,0
8/31/2004,1.41,1.05,0,0,0.3,0.5,0
9/1/2004,1.42,,0,0,0,0,0
9/2/2004,1.37,,0,0,0,8,0
9/3/2004,1.375,,0,0,0,15,0
9/4/2004,1.33,,0,0,35,15,0
9/5/2004,1.475,,23,0,0.1,0,0
9/6/2004,1.455,,10.5,0,0,0.4,0
9/7/2004,1.39,,20,0,16,10,2.7
9/8/2004,1.54,,22.1,25.9,6.1,10,23.8
9/9/2004,1.78,1.76,8,2,7.2,0,0
9/10/2004,1.535,1.71,0.6,8.2,16,0.4,0
9/11/2004,1.61,2.07,0,0,16,9,0
9/12/2004,1.61,2.09,0,0,0,10,2.2
9/13/2004,1.48,1.735,0,0,0,0,0
9/14/2004,1.475,1.42,0,0,4.9,0,0
9/15/2004,1.43,1.385,0,0,16,0,0
9/16/2004,1.55,1.35,0,0,0,0,11
9/17/2004,1.49,1.3,0,7.7,0,0,0
9/18/2004,1.54,1.305,0,0,5.3,3,0
9/19/2004,1.63,1.36,2,3.9,0.1,7,0
9/20/2004,1.48,1.4,5,0,33,22.4,0
9/21/2004,1.55,2.045,0,13.5,10,4,0
9/22/2004,1.57,1.705,0,0,0,6,0
9/23/2004,1.54,1.41,3.2,5.5,0.3,4,2
9/24/2004,1.505,1.955,0,20,9.8,8,0
9/25/2004,1.57,1.85,0,0,0,0,0
9/26/2004,1.52,1.765,0,0,0.1,0,0
9/27/2004,1.54,2.475,0,0,1,0,0
9/28/2004,1.56,1.765,0,0,0.6,0,0
9/29/2004,1.62,3.01,2,0,0.5,0,0
9/30/2004,1.615,2.06,0,,0,0,0
10/1/2004,1.58,2.52,0,0,0,0,0
10/2/2004,1.64,1.895,0,0,0,0,0
10/3/2004,1.515,1.8,7,0,0,0,0
10/4/2004,1.5,1.51,49,7,6.2,20,0
10/5/2004,1.55,1.465,6.5,30,3,18,34.5
10/6/2004,1.9,3.105,11,10.5,23,17.8,0
10/7/2004,2.14,3.045,0,0,23,7.9,4.3
10/8/2004,1.92,2.265,12.1,6.4,0.5,5,0
10/9/2004,1.81,1.97,0,0,0.1,0,0
10/10/2004,1.79,1.885,36.5,0,0,0,0
10/11/2004,2.43,2.035,4.5,23.1,25,33.7,0
10/12/2004,1.89,2.05,0,11,5.7,3.8,59.5
10/13/2004,1.86,2.105,0,22,0,4,0
10/14/2004,1.78,1.92,0,4.6,0,6,0
10/15/2004,1.87,1.61,26,0,0,3,0
10/16/2004,1.935,1.46,0,6.6,0.4,2,7.5
10/17/2004,1.83,1.5,25,0,4.7,3,5.7
10/18/2004,2.195,1.375,13.5,3.2,22,4,48
10/19/2004,2.215,2.24,32,7.6,20,1,0
10/20/2004,2.11,2.04,0,4.6,20.5,29.3,0
10/21/2004,,3.45,15,6.7,30,13.1,6
10/22/2004,,2.425,5.5,21.9,20,48.3,9.5
10/23/2004,3.605,4.095,0,14.2,2.4,39.1,49.7
10/24/2004,3.56,3.1,0,1.1,6.9,18.6,10.8
10/25/2004,2.24,2.625,0,4.5,3.3,0,1.5
10/26/2004,2.16,2.36,13.3,3.2,17,21.5,1.3
10/27/2004,,2.1,0,6.3,1,5.5,7.8
10/28/2004,,3.1,20.6,19.5,6.2,8.2,9.6
10/29/2004,3.44,3.15,3,2.9,18.7,40,10.5
10/30/2004,,2.6,0,29.6,6.7,0,6.7
10/31/2004,3.52,3.65,1,0,0.8,3.7,0
11/1/2004,,3.175,0,0,0,0,0
11/2/2004,,2.78,9,42,0.1,0,0
11/3/2004,,2.185,10,0,7,3,68
11/4/2004,,2.075,23.6,2.6,18,40,0
11/5/2004,,2.05,56,13.4,29,23.9,8.9
11/6/2004,,2.945,0,24.6,6.7,30.5,49.8
11/7/2004,4.09,3.925,0,0.7,53,4.4,11
11/8/2004,3.38,4.45,17,0,6.5,10,4.2
11/9/2004,2.975,4.25,6.5,28.9,30.8,10,4.9
11/10/2004,3.15,3.88,0.7,3.6,10.2,20.9,1.5
11/11/2004,2.835,3.075,0,0,3.7,20,2
11/12/2004,2.675,2.57,13.7,0,6.1,4.5,0
11/13/2004,2.645,3.385,0,5.2,9.1,20,0
11/14/2004,2.675,2.925,0,0,8.8,9,0
11/15/2004,2.69,2.87,9,0,40.7,47,0
11/16/2004,2.685,2.685,0,3.2,0.5,14,2.7
11/17/2004,2.59,3.14,14,7.6,20,20,11.8
11/18/2004,3.08,3.945,37.8,40.5,20.3,21,39.6
11/19/2004,3.32,3.76,0,14.7,0,0,25.8
11/20/2004,2.895,3.22,0,0,0,0,0
11/21/2004,2.64,2.835,0,0,0,0,0
11/22/2004,2.485,2.29,0,0,0,0,0
11/23/2004,2.33,2.225,6.5,0,0,0,0
11/24/2004,2.23,2.11,36,2.7,0,0,0
11/25/2004,2.35,2.48,17.6,5.1,2.5,0,31.6
11/26/2004,2.345,3.115,0,25.1,0,0,0
11/27/2004,2.245,2.5,9,0,5.8,18,0
11/28/2004,2.25,2.275,0,14.9,2.3,8,2.7
11/29/2004,2.185,2.11,9.4,10.1,3.3,10,0
11/30/2004,2.235,2,8.5,3.2,0,0,0
12/1/2004,2.58,2.05,7.1,6.1,0.3,0,10.5
12/2/2004,3.19,2.53,0,0,3.7,0,0
12/3/2004,2.32,2.405,0,0,0,0,0
12/4/2004,2.24,2.185,0,0,0,0,0
12/5/2004,2.235,1.99,0,0,0,0,5.5
12/6/2004,2.14,2.47,0,0,0,0,7.5
12/7/2004,2.1,2.385,9.6,0,0,0,0
12/8/2004,2.23,2.465,7,1.1,0,4.5,0
12/9/2004,2.535,2.395,3,2.9,5.7,30,0
12/10/2004,2.19,2.24,0,3.2,0.5,8.4,0
12/11/2004,2.4,2.135,0,11,,10,0
12/12/2004,2.235,2,0,1.1,0.9,20,0
12/13/2004,2.19,2.025,1.7,0.7,0,2,0
12/14/2004,2.22,2.11,0,1.5,20.5,1,0
12/15/2004,2.635,2.125,14.6,0,10.3,1,0
12/16/2004,2.52,2.305,23.2,1.9,0.2,1,0
12/17/2004,2.295,2.235,0,12.2,0.3,8,0
12/18/2004,2.18,2.06,0,0,10.6,0,0
12/19/2004,2.13,2.025,0,0,0,0,3.2
12/20/2004,2.075,1.985,0,0,0,19,0
12/21/2004,2.025,2,0,0,0,0,0
12/22/2004,2.03,1.895,0,8.6,20.5,4.3,3.2
12/23/2004,1.86,1.925,0,0,0.7,9.6,0
12/24/2004,1.93,1.83,0,0,0,0,8
12/25/2004,1.9,1.735,0,1.9,0,0,0
12/26/2004,1.87,1.735,0,0,0,0,0
12/27/2004,1.81,1.7,0,0,0,0,0
12/28/2004,1.77,1.7,0,0,3,12.7,0
12/29/2004,1.86,1.78,0,0,0,0,0
12/30/2004,1.78,1.7,12.6,0,6.1,0,0
12/31/2004,1.725,1.67,0,2.6,0,0,0
1/1/2005,1.75,1.67,2.5,1.6,0,0,17.3
1/2/2005,1.76,1.67,21.2,0,0,0,0
1/3/2005,1.73,1.65,0,19.8,2.2,8.5,0
1/4/2005,1.84,1.63,10,7.6,0.5,44.5,0
1/5/2005,1.98,1.785,0,0,0,0,0
1/6/2005,1.8,1.72,1,0,0,0,0
1/7/2005,1.815,1.76,0.4,0,0,0,0
1/8/2005,1.91,1.7,0.7,0,0,0,0
1/9/2005,2.13,1.705,0.3,19.8,0,0,0
1/10/2005,1.765,1.71,7.6,29.8,0,1.8,0
1/11/2005,1.955,2.025,0,0,0,0,1.5
1/12/2005,2.195,1.925,4,2.1,30.2,5,0
1/13/2005,2.41,2.005,0,3.2,0,10,0
1/14/2005,1.935,2.05,4.4,4.2,4.4,10.6,0
1/15/2005,1.94,2.045,0.6,0,0,0,2
1/16/2005,2.05,2.05,1.3,3.2,2.7,0,0
1/17/2005,2.01,2.035,7.3,1.6,10,13,0
1/18/2005,1.88,1.975,0,0,0,0,0
1/19/2005,1.875,1.985,0,0,0,0,0
1/20/2005,1.785,1.825,0.4,1.1,1.5,0,0
1/21/2005,1.905,1.8,0,0,0,0,0
1/22/2005,1.85,1.76,0,0,0,0,0
1/23/2005,1.77,1.775,0,0,0.2,0,0
1/24/2005,1.735,1.8,0,0,1.7,13,0
1/25/2005,1.685,1.78,2.1,0,0,0,0
1/26/2005,1.68,1.75,0,0,0,0,0
1/27/2005,1.665,1.7,0,0,0,0,0
1/28/2005,1.655,1.7,0.4,0,0,0,0
1/29/2005,1.61,1.68,20,5.2,0,5,0
1/30/2005,2.645,1.795,1,5.6,0,10,6.4
1/31/2005,2.385,1.69,6,22.6,0,4.3,19.5
2/1/2005,2.6,1.76,4.5,0,0,13.5,0
2/2/2005,2.24,2.05,14,2.2,0.9,20.1,0
2/3/2005,3.25,1.8,0,3.3,0,0.4,0
2/4/2005,2.045,1.77,0,0,0,0,1.9
2/5/2005,1.88,1.8,0,0,0,0,0
2/6/2005,1.79,1.735,0,0,0,0.5,0
2/7/2005,1.78,1.69,31.1,46.5,0,93.5,0
2/8/2005,2.925,2.01,34.5,56.9,0.5,10,0
2/9/2005,2.435,2.13,3.6,11.1,3.8,7,0
2/10/2005,2.59,1.975,14.9,12.6,3.2,9.8,47
2/11/2005,2.82,2.45,48.5,32.1,7.8,15,0
2/12/2005,3.78,3.045,1.2,0,6.1,25,15.7
2/13/2005,2.68,2.795,0,0,0.5,10,0
2/14/2005,2.99,2.595,0,0,0,0,0
2/15/2005,2.745,2.16,0,2.3,18,18.5,0
2/16/2005,2.505,2.03,0,4.4,0.9,13.4,31
2/17/2005,2.795,2.1,0,2.4,4,10,0
2/18/2005,3.23,2.09,0,3.1,0,0,0
2/19/2005,2.78,2.05,30,3.9,0,0,0
2/20/2005,2.38,2,11.7,18.3,0,12,0
2/21/2005,3.095,2,15.5,10.5,4.6,10.4,2.7
2/22/2005,2.945,2.135,4.4,11.5,0.8,1.2,1.8
2/23/2005,2.685,1.985,5.6,0,4.8,0,2.1
2/24/2005,2.49,1.965,0,0,0,0,0
2/25/2005,2.16,1.9,0,4.6,0,0,0
2/26/2005,2.075,1.82,10.2,11.7,0,0,0
2/27/2005,2.855,1.825,7.3,1.3,2.1,32.8,0
2/28/2005,4.13,2.495,48,1.9,0.9,5.5,32.5
3/1/2005,2.52,2.5,3.5,0,0,9.8,10
3/2/2005,2.99,2.075,5,87,0,12.5,12.8
3/3/2005,3.6,2,3,4.2,0.6,17.5,0
3/4/2005,2.48,2.1,19,3.6,3.4,10,0
3/5/2005,2.635,2.655,0,0,0,1,0
3/6/2005,3.25,2.445,32,16.1,20.7,3.5,13
3/7/2005,2.545,2.025,17,11.9,0.1,4,0
3/8/2005,2.37,2.17,4,2.6,0,5,0
3/9/2005,3.285,2.2,3,56.2,1.2,5,4.8
3/10/2005,2.385,2.025,1.1,1.1,2.1,0,0
3/11/2005,2.845,2.045,0,0,0,0,0
3/12/2005,,1.975,0,0,0,0,0
3/13/2005,,1.875,0,0,0,0,0
3/14/2005,2.035,1.845,0,0,0,0,0
3/15/2005,2.45,1.78,0,0,0,0,17
3/16/2005,2.65,1.75,18,8.1,0,0,16
3/17/2005,1.78,1.9,6.5,5.3,16,5,0
3/18/2005,2.09,2.08,43.2,4.6,6,15,0
3/19/2005,2.135,1.96,0,2.2,0.6,0,46
3/20/2005,2.18,2.16,0,10.5,0.7,0,0
3/21/2005,2.265,1.985,0,0,0.1,0,0
3/22/2005,2.33,2.05,0,0,0,0,0
3/23/2005,1.885,1.935,0,0,0.2,0,0
3/24/2005,1.87,1.975,0,1.2,0,0,0
3/25/2005,1.88,1.845,0,2.6,0.3,0,0
3/26/2005,2.99,1.7,11.7,4.6,11.6,0,1.8
3/27/2005,2.175,1.71,30,0.5,0.1,0,0
3/28/2005,2.615,1.775,5,6.6,16,4,0
3/29/2005,2.41,2.055,3,4.7,0.3,30,0
3/30/2005,2.215,2.24,0,49.1,17,24.4,0
3/31/2005,2.23,2.025,0,5.9,0,0,0
4/1/2005,2.295,1.835,0,4.6,0.7,0,0
4/2/2005,2.56,1.91,2,2.8,0.7,0,0
4/3/2005,2.08,1.95,78.5,1.9,0.4,16,2.8
4/4/2005,2.95,2.1,0,0,0,0.4,0
4/5/2005,2.04,2.06,0,0,0,0.3,0
4/6/2005,2.035,1.935,0,0,0,0,0
4/7/2005,2.45,1.905,0,0,0,0,0
4/8/2005,1.96,1.88,0,0,0,2.1,0
4/9/2005,1.795,1.935,0,0,0,0,0
4/10/2005,1.8,1.995,0,2.4,32,10.7,0
4/11/2005,2.69,2.025,0,0,0,0,4.5
4/12/2005,1.845,1.825,11.1,9.4,10,10.6,1.5
4/13/2005,1.945,2.2,0,0,0,0,0
4/14/2005,1.725,2.205,0,1.4,0.7,0,0
4/15/2005,1.68,1.835,0,0,0,0,0
4/16/2005,1.675,1.725,0,0,0,0,0
4/17/2005,1.78,1.78,13,12.9,0,3,32
4/18/2005,1.755,1.825,3,15.3,10,2.2,8.5
4/19/2005,2.605,2.305,13,10.1,20,53.4,12.8
4/20/2005,2.08,2.535,4,1.6,26,30,0
4/21/2005,2.045,2.225,0,3.9,0.6,7,0
4/22/2005,1.825,1.925,2.8,0,0,3,10
4/23/2005,2.92,1.94,41.1,0,20,65.2,7.5
4/24/2005,2.69,3.525,0,0,0,7,0
4/25/2005,2.255,2.245,16,0,0.7,3,3.3
4/26/2005,2.17,2.275,0,0,0,0,6.2
4/27/2005,2.36,1.955,35,18.8,0.3,14.6,0
4/28/2005,3.165,2,13,19.3,0.1,28,4.1
4/29/2005,2.38,2.03,4.9,5.3,0.5,20.5,26.5
4/30/2005,2.375,2.045,0,36.3,0.4,10.4,0
5/1/2005,2.075,2.925,8,18.5,20,10,32
5/2/2005,3.05,2.625,57.5,0,16,30,69.5
5/3/2005,3.325,3.5,0,2.6,0.2,24,0
5/4/2005,3.24,2.705,8.5,26.6,0.4,0,6.5
5/5/2005,3.485,2.695,0,2.6,0.1,0,1.8
5/6/2005,2.83,2.555,0,7.6,0,0,0
5/7/2005,2.89,3.81,0,2.3,0,0,33.6
5/8/2005,2.465,2.765,0,0,0.2,0,0
5/9/2005,2.565,2.925,0,1.1,0,0,0
5/10/2005,2.235,3.4,0,0,0,0,0
5/11/2005,2.09,2.34,2.2,1.2,0,0,0
5/12/2005,2.06,2.17,0,0,0,0,0
5/13/2005,2,2.155,2.5,0,0.1,0.4,0
5/14/2005,2.025,2.21,0,0,0,10.8,0
5/15/2005,2.175,2.06,44.5,5.9,0.2,20,15.2
5/16/2005,2.72,3.14,0,0,10,9,0
5/17/2005,2.87,2.245,13.2,8.1,0,10,10
5/18/2005,2.32,2.95,31.9,72.3,20,21,0
5/19/2005,3.63,3.955,0,0,0,0,25
5/20/2005,2.325,2.895,0,0,0,0,0
5/21/2005,2.23,2.28,9.5,6.6,0.3,22.6,0
5/22/2005,2.575,2,35,0,10,20,38.2
5/23/2005,5.45,2.98,8,0,12,5.6,0
5/24/2005,2.645,2.895,5.5,12.4,0,10,3
5/25/2005,3.135,2.965,5,6.4,10,9.3,0
5/26/2005,2.625,2.865,0,1.7,0,0,5
5/27/2005,2.85,2.7,0,0,0,0,0
5/28/2005,2.84,2.475,0,0,0,0,0
5/29/2005,2.315,2.235,0,0,0,0,0
5/30/2005,2.12,2.21,0,0,0,0,0
5/31/2005,2.045,2.41,0,,,0,0
6/1/2005,1.885,2.11,0,0,0,0,0
6/2/2005,1.745,1.98,0,0,0,0,0
6/3/2005,1.795,2.27,0,0,0,5,0
6/4/2005,2.19,2.1,4.2,0,1,4.8,0
6/5/2005,1.775,2.275,0,0,0,0,0
6/6/2005,1.775,2.21,0,1.1,0.5,1.8,0
6/7/2005,1.83,2.31,0,0,0.3,0,0
6/8/2005,1.79,2.22,2.2,12,0.5,0,0
6/9/2005,1.835,2.32,0,0,0,0,0
6/10/2005,1.865,2.085,0,0,0,0,0
6/11/2005,1.865,1.91,3.5,3.7,0.4,0,0
6/12/2005,1.875,1.995,0,0,0,0,6
6/13/2005,1.875,1.895,0,0,0,0,0
6/14/2005,1.785,1.71,0,0,0.1,0,0
6/15/2005,1.675,1.81,0,0,0,0,0
6/16/2005,1.68,1.735,0,0,0,0,0
